顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
152,26,百货,8,100.0,2024-07-31,800
335,46,服装,10,70.0,2024-09-09,700
141,15,服装,6,63.0,2024-10-24,378
387,45,百货,2,32.0,2024-07-15,64
944,90,食品,2,47.0,2024-07-09,94
174,76,食品,4,51.0,2024-04-18,204
504,27,水果,8,93.0,2024-06-19,744
457,97,服装,4,40.0,2024-11-30,160
551,31,水果,6,63.0,2024-08-13,378
231,18,家具,1,15.0,2025-02-05,15
894,69,食品,4,65.0,2024-11-23,260
130,28,服装,10,72.0,2024-08-29,720
113,70,电器,8,93.0,2024-12-28,744
678,34,服装,2,99.0,2024-10-15,198
41,84,水果,7,36.0,2024-10-06,252
601,98,电器,7,51.0,2024-04-18,357
62,48,家具,7,22.0,2024-04-14,154
847,36,水果,6,8.0,2024-12-22,48
139,71,食品,5,90.0,2024-12-15,450
418,4,家具,8,88.0,2024-06-06,704
366,96,家具,4,29.0,2024-12-12,116
137,3,服装,10,100.0,2025-01-21,1000
597,40,服装,5,66.0,2024-08-20,330
939,51,家具,8,74.0,2024-06-18,592
434,83,食品,3,96.0,2025-01-08,288
777,64,服装,8,69.0,2024-05-27,552
891,6,服装,2,4.0,2024-05-17,8
711,84,服装,3,61.0,2024-06-28,183
921,24,食品,8,62.0,2024-06-05,496
675,52,百货,6,57.0,2024-07-05,342
302,95,服装,4,44.0,2024-05-29,176
604,99,服装,3,98.0,2024-11-07,294
157,32,服装,6,22.0,2024-10-07,132
779,16,电器,4,9.0,2024-03-18,36
429,28,水果,6,60.0,2024-11-09,360
450,42,食品,4,2.0,2025-01-01,8
834,42,食品,2,69.0,2024-09-07,138
329,97,电器,1,39.0,2024-10-11,39
365,82,水果,3,28.0,2024-09-28,84
486,88,食品,9,32.0,2024-06-18,288
705,86,食品,2,75.0,2024-04-15,150
70,64,水果,10,24.0,2024-08-11,240
48,21,电器,8,35.0,2024-12-14,280
556,18,百货,10,54.0,2024-09-09,540
918,14,电器,10,52.0,2024-06-22,520
657,33,食品,5,92.0,2024-08-10,460
581,79,家具,9,38.0,2024-11-08,342
777,41,水果,5,65.0,2024-03-30,325
40,79,食品,5,70.0,2024-08-26,350
163,89,食品,1,6.0,2025-01-26,6
457,60,百货,7,9.0,2024-06-21,63
155,76,水果,4,7.0,2024-10-18,28
964,26,电器,7,50.0,2024-11-08,350
191,68,水果,5,67.0,2025-01-29,335
661,28,电器,6,31.0,2024-09-13,186
348,54,服装,7,88.0,2024-10-12,616
160,67,电器,8,86.0,2024-04-15,688
438,79,食品,7,3.0,2025-01-25,21
905,69,服装,3,1.0,2024-08-10,3
20,78,水果,8,86.0,2024-06-06,688
345,86,家具,1,78.0,2024-08-27,78
900,58,水果,2,89.0,2024-06-21,178
817,99,服装,7,70.0,2024-10-15,490
47,4,百货,9,16.0,2025-02-05,144
113,98,家具,4,3.0,2024-03-08,12
576,23,百货,8,42.0,2024-07-08,336
447,49,家具,2,65.0,2024-03-16,130
947,1,电器,3,63.0,2024-08-21,189
71,33,服装,4,4.0,2024-06-17,16
741,95,家具,5,14.0,2024-12-24,70
456,83,水果,1,22.0,2024-12-19,22
399,87,电器,4,49.0,2024-06-24,196
243,52,食品,6,26.0,2024-04-16,156
10,32,电器,2,47.0,2024-05-29,94
472,76,电器,3,54.0,2024-04-19,162
43,57,百货,4,78.0,2024-08-23,312
120,36,百货,3,71.0,2024-12-05,213
457,11,水果,6,98.0,2024-09-11,588
587,23,食品,5,47.0,2024-05-21,235
946,42,家具,6,49.0,2025-01-04,294
466,56,电器,6,84.0,2024-09-17,504
843,44,服装,9,23.0,2024-03-05,207
223,3,食品,2,69.0,2024-12-20,138
653,52,食品,1,63.0,2024-10-03,63
7,5,电器,5,59.0,2024-03-14,295
339,33,百货,2,68.0,2024-08-15,136
165,89,百货,1,86.0,2024-07-15,86
611,57,家具,10,98.0,2024-05-22,980
810,43,服装,4,42.0,2024-05-16,168
106,8,家具,7,65.0,2024-06-24,455
544,63,家具,2,25.0,2024-06-18,50
303,16,电器,4,29.0,2024-12-30,116
56,36,水果,6,17.0,2024-05-04,102
659,19,家具,5,51.0,2024-05-15,255
849,88,家具,5,63.0,2024-03-19,315
131,40,服装,6,13.0,2024-07-22,78
4,91,家具,6,77.0,2024-07-30,462
281,79,百货,8,64.0,2025-02-06,512
341,37,百货,6,100.0,2024-02-23,600
763,87,家具,9,8.0,2024-09-18,72
836,78,百货,6,86.0,2024-04-23,516
920,20,水果,2,41.0,2024-07-16,82
842,59,服装,8,76.0,2024-04-06,608
624,100,百货,2,6.0,2024-08-17,12
52,48,电器,4,8.0,2025-01-19,32
400,34,服装,5,23.0,2024-05-10,115
876,31,服装,5,99.0,2025-01-17,495
665,94,食品,1,73.0,2025-01-28,73
851,13,食品,8,38.0,2024-07-20,304
531,96,服装,6,82.0,2024-10-09,492
646,83,电器,3,38.0,2024-04-17,114
824,69,食品,9,24.0,2024-03-28,216
60,96,服装,7,64.0,2024-10-13,448
699,6,水果,9,68.0,2025-01-09,612
302,78,电器,2,96.0,2024-09-07,192
759,32,电器,9,24.0,2024-04-16,216
225,85,百货,3,83.0,2024-09-11,249
733,48,百货,9,87.0,2024-06-11,783
522,20,水果,7,5.0,2024-12-05,35
441,23,百货,10,54.0,2024-11-30,540
623,90,水果,4,33.0,2024-08-08,132
298,73,百货,6,53.0,2024-05-27,318
258,38,家具,10,23.0,2024-06-30,230
703,71,服装,2,58.0,2024-04-14,116
320,76,水果,7,35.0,2025-01-22,245
930,33,百货,10,26.0,2024-12-06,260
414,95,百货,9,92.0,2024-11-16,828
502,91,服装,6,17.0,2024-10-20,102
102,15,服装,7,73.0,2024-10-18,511
132,5,水果,3,48.0,2024-10-12,144
991,37,水果,4,11.0,2024-06-06,44
313,43,家具,8,21.0,2024-08-14,168
859,4,食品,2,26.0,2025-02-08,52
569,79,食品,5,12.0,2025-02-08,60
15,4,百货,10,2.0,2024-05-03,20
827,29,食品,7,37.0,2024-02-18,259
202,99,服装,7,85.0,2024-10-31,595
623,35,电器,6,49.0,2024-06-30,294
626,70,服装,2,94.0,2024-04-23,188
420,22,食品,1,71.0,2025-02-06,71
801,23,百货,4,40.0,2024-08-02,160
106,58,水果,9,9.0,2025-01-04,81
730,41,家具,8,11.0,2024-06-10,88
62,69,电器,5,60.0,2024-12-06,300
24,31,水果,4,29.0,2024-11-12,116
718,8,百货,10,75.0,2025-02-02,750
168,22,食品,10,78.0,2024-04-27,780
944,74,食品,4,10.0,2024-05-11,40
780,12,服装,8,78.0,2024-06-25,624
538,93,百货,8,98.0,2024-03-23,784
356,89,百货,1,61.0,2024-04-28,61
23,46,电器,7,79.0,2025-01-30,553
422,12,家具,1,37.0,2024-09-30,37
327,58,水果,2,66.0,2024-08-21,132
730,96,服装,4,97.0,2024-09-06,388
955,71,服装,5,33.0,2024-12-11,165
377,67,家具,8,97.0,2024-08-10,776
323,68,百货,9,40.0,2024-05-31,360
538,11,服装,4,2.0,2025-01-09,8
87,98,百货,3,11.0,2025-01-21,33
411,7,家具,9,48.0,2024-09-23,432
618,58,水果,4,93.0,2025-01-19,372
478,90,家具,3,60.0,2024-05-03,180
623,10,水果,5,62.0,2025-01-14,310
493,9,服装,4,51.0,2024-02-24,204
96,57,服装,2,87.0,2024-10-03,174
113,34,电器,5,5.0,2024-09-09,25
496,2,百货,9,95.0,2024-12-11,855
124,88,服装,4,38.0,2024-04-13,152
222,77,水果,8,1.0,2024-06-28,8
312,21,电器,9,56.0,2025-01-06,504
947,20,食品,7,33.0,2024-09-14,231
783,3,电器,4,77.0,2024-11-30,308
801,53,水果,1,66.0,2024-10-01,66
689,16,电器,3,48.0,2024-11-10,144
890,22,百货,6,49.0,2024-02-25,294
12,6,家具,4,65.0,2024-10-29,260
534,29,食品,8,22.0,2024-05-10,176
353,28,食品,7,14.0,2024-04-25,98
469,42,电器,2,72.0,2024-08-26,144
910,90,家具,9,8.0,2024-02-12,72
248,49,电器,8,58.0,2024-10-25,464
831,6,电器,7,56.0,2024-03-02,392
243,17,服装,7,46.0,2024-09-09,322
908,43,百货,10,19.0,2024-05-24,190
719,65,服装,8,99.0,2025-01-25,792
886,67,百货,1,4.0,2024-08-15,4
371,22,食品,1,10.0,2024-08-09,10
392,74,服装,6,46.0,2024-03-20,276
373,23,水果,3,75.0,2024-08-10,225
238,51,电器,10,20.0,2024-06-22,200
118,32,电器,9,61.0,2025-01-29,549
478,30,水果,6,65.0,2024-10-04,390
779,79,水果,9,71.0,2024-12-13,639
281,71,家具,1,42.0,2024-12-19,42
771,90,水果,5,55.0,2024-09-07,275
881,68,水果,1,56.0,2024-11-27,56
582,67,水果,4,19.0,2024-12-05,76
702,57,食品,2,91.0,2024-05-22,182
494,69,百货,10,29.0,2024-09-27,290
91,87,百货,2,54.0,2024-02-29,108
66,17,电器,5,3.0,2025-01-14,15
359,47,百货,10,61.0,2024-10-04,610
873,14,水果,6,80.0,2024-07-13,480
505,28,家具,3,68.0,2024-05-11,204
46,76,电器,6,24.0,2024-03-09,144
865,50,食品,3,36.0,2024-06-04,108
57,25,家具,8,13.0,2024-10-20,104
667,28,电器,2,43.0,2024-08-27,86
964,61,家具,10,82.0,2024-10-24,820
639,66,服装,1,58.0,2024-05-21,58
84,20,电器,5,63.0,2024-10-07,315
988,11,服装,5,98.0,2024-05-14,490
821,37,食品,5,3.0,2024-10-25,15
185,54,食品,8,11.0,2024-05-21,88
38,77,服装,4,21.0,2024-11-18,84
384,47,家具,7,31.0,2024-11-21,217
286,62,服装,4,32.0,2024-03-04,128
363,39,家具,8,62.0,2024-11-05,496
226,88,服装,5,4.0,2024-12-22,20
368,49,食品,4,31.0,2024-02-25,124
58,95,家具,3,41.0,2024-02-18,123
682,24,家具,5,3.0,2024-08-19,15
516,74,家具,7,10.0,2024-12-30,70
6,75,食品,10,40.0,2024-03-08,400
169,30,水果,5,36.0,2024-04-21,180
677,30,服装,10,29.0,2024-10-22,290
182,36,百货,4,97.0,2025-01-18,388
667,38,家具,8,18.0,2024-04-14,144
761,9,食品,7,4.0,2024-04-28,28
922,78,食品,5,84.0,2024-07-01,420
74,66,服装,9,83.0,2024-12-15,747
24,68,电器,5,26.0,2024-08-02,130
265,7,服装,10,14.0,2024-07-05,140
761,98,家具,10,20.0,2024-12-30,200
212,87,服装,3,2.0,2024-08-02,6
604,51,百货,4,78.0,2024-05-28,312
245,62,食品,1,43.0,2024-08-11,43
279,90,家具,3,17.0,2024-06-19,51
378,67,食品,10,14.0,2024-07-02,140
89,7,服装,6,93.0,2024-03-09,558
609,22,家具,4,56.0,2024-03-05,224
734,63,家具,9,81.0,2024-07-10,729
747,97,服装,3,65.0,2025-01-25,195
118,24,食品,2,12.0,2024-05-06,24
390,83,服装,1,60.0,2024-05-09,60
56,50,电器,8,43.0,2025-01-26,344
378,31,水果,4,79.0,2024-03-16,316
844,33,家具,5,37.0,2024-08-05,185
535,17,食品,7,72.0,2024-08-22,504
519,39,家具,7,1.0,2024-09-21,7
286,79,百货,7,7.0,2024-11-10,49
37,52,百货,1,33.0,2025-01-05,33
421,38,食品,9,16.0,2024-08-04,144
589,45,电器,7,54.0,2024-09-16,378
651,80,电器,10,33.0,2024-11-29,330
904,93,水果,5,90.0,2024-02-27,450
497,44,水果,3,40.0,2024-07-01,120
519,42,电器,5,53.0,2024-09-18,265
217,55,水果,4,56.0,2025-01-11,224
196,30,电器,3,65.0,2024-08-09,195
867,3,食品,5,65.0,2024-12-23,325
489,6,电器,5,64.0,2024-04-06,320
655,26,水果,9,71.0,2025-01-15,639
25,88,服装,4,2.0,2024-03-21,8
676,50,家具,3,96.0,2024-05-29,288
187,63,服装,5,60.0,2024-08-04,300
720,43,食品,4,31.0,2024-03-09,124
828,6,家具,8,78.0,2024-04-23,624
176,18,服装,1,52.0,2024-05-15,52
225,91,服装,2,67.0,2024-05-22,134
651,84,水果,9,27.0,2025-01-28,243
885,90,电器,4,39.0,2024-09-04,156
502,60,水果,8,74.0,2024-11-08,592
943,17,电器,9,91.0,2024-09-13,819
227,12,电器,9,70.0,2024-12-10,630
980,34,家具,1,66.0,2024-02-23,66
969,65,家具,5,12.0,2024-02-16,60
680,9,服装,4,43.0,2024-05-11,172
874,85,食品,9,62.0,2024-05-11,558
973,3,电器,3,100.0,2024-05-31,300
26,89,食品,2,35.0,2024-12-18,70
707,63,百货,5,85.0,2024-10-19,425
697,21,电器,7,54.0,2024-03-11,378
996,93,水果,6,22.0,2024-03-21,132
24,30,家具,6,94.0,2024-07-09,564
733,99,服装,1,31.0,2025-01-17,31
860,40,家具,7,27.0,2024-09-08,189
123,89,食品,3,69.0,2024-09-30,207
511,84,水果,6,1.0,2024-12-02,6
411,23,服装,9,95.0,2025-02-09,855
514,25,服装,3,10.0,2025-01-10,30
525,29,水果,3,41.0,2024-03-18,123
569,75,食品,10,61.0,2024-03-30,610
154,74,电器,6,99.0,2024-05-02,594
694,21,服装,7,49.0,2024-08-03,343
466,91,家具,5,70.0,2024-06-18,350
874,2,家具,10,61.0,2025-01-12,610
958,24,家具,2,20.0,2024-06-08,40
643,52,服装,7,19.0,2025-01-28,133
442,60,食品,1,20.0,2024-11-04,20
920,43,百货,1,79.0,2024-04-26,79
722,24,食品,6,90.0,2025-02-09,540
601,25,家具,9,11.0,2024-09-03,99
843,11,电器,5,66.0,2024-04-17,330
301,27,百货,6,32.0,2024-11-05,192
95,95,服装,2,26.0,2024-08-07,52
148,5,水果,10,17.0,2024-02-16,170
169,36,电器,6,34.0,2025-01-11,204
874,37,食品,5,73.0,2024-08-14,365
716,48,食品,7,44.0,2025-01-12,308
96,79,电器,10,84.0,2024-08-10,840
86,63,水果,1,84.0,2024-06-13,84
927,94,食品,3,82.0,2024-12-20,246
572,18,水果,2,25.0,2024-05-15,50
701,20,百货,4,83.0,2024-08-26,332
749,19,食品,2,63.0,2024-06-20,126
613,11,水果,2,4.0,2024-04-05,8
233,17,百货,6,57.0,2024-04-22,342
402,46,食品,8,92.0,2024-03-07,736
210,90,电器,9,72.0,2024-12-07,648
193,56,服装,6,27.0,2024-08-10,162
206,63,水果,5,49.0,2024-08-04,245
564,60,食品,4,99.0,2024-02-15,396
886,73,服装,7,77.0,2024-06-08,539
45,41,食品,10,46.0,2024-02-18,460
535,6,百货,7,21.0,2024-10-04,147
173,46,服装,10,82.0,2024-10-04,820
577,69,食品,10,36.0,2025-01-15,360
809,97,家具,7,39.0,2024-08-13,273
20,71,食品,1,47.0,2024-03-16,47
895,70,服装,10,75.0,2024-02-24,750
423,97,水果,4,41.0,2024-11-07,164
357,52,服装,4,74.0,2024-06-15,296
843,17,水果,7,78.0,2025-01-01,546
142,16,电器,5,22.0,2024-12-20,110
704,17,电器,3,93.0,2024-07-17,279
593,46,百货,2,76.0,2024-08-27,152
947,57,水果,10,91.0,2025-02-01,910
565,80,电器,6,51.0,2024-10-03,306
102,50,食品,4,82.0,2024-07-05,328
445,46,食品,1,54.0,2024-08-11,54
773,44,水果,8,25.0,2024-11-26,200
139,84,食品,6,5.0,2024-10-03,30
589,62,家具,1,5.0,2024-12-14,5
465,25,百货,1,16.0,2024-09-29,16
580,66,水果,10,56.0,2024-11-11,560
391,6,服装,4,47.0,2025-01-06,188
671,29,百货,6,21.0,2024-11-06,126
172,88,食品,9,74.0,2024-04-02,666
460,18,家具,8,58.0,2025-01-02,464
359,57,食品,1,65.0,2024-05-11,65
169,67,百货,4,72.0,2024-11-23,288
662,69,百货,8,86.0,2024-07-24,688
954,1,家具,10,48.0,2024-12-29,480
845,42,水果,7,7.0,2024-02-22,49
6,71,家具,8,64.0,2024-08-05,512
438,100,食品,5,65.0,2024-02-21,325
217,81,百货,5,10.0,2025-02-03,50
956,89,服装,6,52.0,2024-03-23,312
106,48,服装,3,75.0,2024-03-11,225
711,9,水果,6,41.0,2024-12-23,246
767,99,电器,5,70.0,2024-03-25,350
701,24,电器,9,55.0,2024-12-19,495
79,13,食品,7,22.0,2024-02-15,154
837,36,百货,1,11.0,2025-01-17,11
691,63,电器,2,59.0,2024-09-29,118
211,81,电器,9,6.0,2024-03-11,54
35,65,电器,10,61.0,2024-05-14,610
944,88,电器,10,42.0,2025-01-24,420
455,56,百货,9,2.0,2024-08-25,18
289,77,百货,5,80.0,2024-04-01,400
124,54,服装,5,12.0,2024-08-06,60
887,82,服装,6,60.0,2024-04-25,360
858,13,百货,3,97.0,2024-05-23,291
448,29,家具,5,73.0,2024-06-03,365
380,17,家具,2,10.0,2024-11-05,20
169,66,百货,4,21.0,2024-06-18,84
31,18,电器,3,28.0,2024-10-04,84
306,62,百货,1,32.0,2024-10-18,32
633,74,家具,10,56.0,2024-09-14,560
691,78,百货,6,49.0,2024-03-22,294
353,56,百货,3,83.0,2024-12-14,249
596,51,家具,3,60.0,2024-12-24,180
47,45,食品,3,80.0,2024-07-30,240
256,30,水果,4,14.0,2025-01-10,56
559,28,水果,5,34.0,2024-12-17,170
751,71,百货,8,11.0,2024-10-16,88
433,49,水果,10,77.0,2024-10-13,770
162,96,水果,1,26.0,2024-03-10,26
104,70,电器,10,64.0,2024-04-07,640
695,60,食品,7,65.0,2024-08-18,455
693,69,食品,10,45.0,2024-11-21,450
16,97,食品,5,59.0,2024-06-03,295
366,68,电器,1,2.0,2024-10-03,2
293,35,服装,7,30.0,2024-11-28,210
523,22,服装,10,61.0,2024-10-31,610
799,13,百货,7,42.0,2024-12-07,294
678,1,水果,8,36.0,2024-02-22,288
572,86,服装,2,71.0,2024-10-23,142
967,64,百货,8,45.0,2024-12-11,360
956,9,服装,7,85.0,2024-03-04,595
792,74,电器,9,90.0,2024-07-31,810
160,11,百货,7,49.0,2024-04-19,343
905,72,电器,1,18.0,2025-02-01,18
169,17,水果,7,6.0,2024-05-12,42
742,59,百货,2,44.0,2024-07-30,88
74,47,家具,3,44.0,2024-11-25,132
870,63,家具,8,96.0,2024-09-08,768
252,9,电器,7,31.0,2024-08-27,217
305,4,电器,6,98.0,2024-02-20,588
428,21,百货,7,88.0,2025-01-29,616
381,52,水果,7,32.0,2024-08-29,224
987,89,水果,8,43.0,2024-06-25,344
556,75,食品,6,85.0,2024-12-21,510
384,46,服装,3,30.0,2024-12-18,90
475,73,服装,7,40.0,2024-03-09,280
860,16,家具,10,13.0,2024-04-29,130
27,43,电器,7,68.0,2024-10-27,476
25,99,食品,7,72.0,2024-09-07,504
631,30,水果,1,79.0,2024-05-30,79
675,4,服装,4,1.0,2025-01-10,4
793,46,服装,8,14.0,2024-07-09,112
765,17,百货,8,30.0,2024-10-02,240
824,81,水果,1,7.0,2024-06-13,7
174,42,家具,8,81.0,2024-09-07,648
317,66,电器,7,47.0,2024-07-03,329
706,73,电器,7,65.0,2025-01-02,455
167,47,水果,9,78.0,2024-11-08,702
165,75,水果,5,78.0,2024-07-24,390
109,15,电器,8,16.0,2024-03-31,128
714,16,百货,4,14.0,2024-08-07,56
877,13,服装,4,47.0,2025-01-27,188
453,73,家具,6,18.0,2024-04-07,108
651,27,食品,3,94.0,2024-03-24,282
660,4,食品,6,49.0,2024-04-14,294
740,97,服装,6,13.0,2024-04-17,78
972,82,服装,2,14.0,2024-09-25,28
692,57,百货,8,59.0,2024-11-26,472
214,19,水果,6,38.0,2024-11-06,228
669,10,百货,2,34.0,2024-07-23,68
740,13,百货,10,92.0,2024-06-24,920
820,32,百货,3,64.0,2024-05-23,192
682,55,电器,8,3.0,2024-11-21,24
65,75,水果,4,58.0,2024-08-21,232
664,42,食品,9,75.0,2025-01-30,675
28,22,水果,4,2.0,2025-02-03,8
826,22,食品,8,79.0,2024-02-29,632
414,2,水果,9,27.0,2024-10-08,243
760,6,水果,1,36.0,2024-06-12,36
180,31,电器,5,92.0,2024-12-26,460
3,3,食品,1,54.0,2024-09-19,54
856,90,水果,7,23.0,2024-06-22,161
525,48,百货,9,98.0,2024-07-13,882
7,61,服装,3,89.0,2024-03-06,267
347,27,水果,4,86.0,2024-08-24,344
948,72,食品,10,58.0,2025-01-10,580
641,76,电器,10,39.0,2024-10-09,390
72,56,食品,8,95.0,2024-11-28,760
419,52,电器,1,18.0,2024-07-02,18
620,43,水果,5,6.0,2025-01-01,30
676,62,服装,4,8.0,2024-10-31,32
879,6,百货,5,81.0,2024-05-06,405
812,52,水果,9,18.0,2024-10-01,162
507,69,服装,6,60.0,2025-02-01,360
123,84,百货,6,63.0,2024-07-16,378
786,2,家具,6,20.0,2024-07-15,120
463,26,水果,8,41.0,2024-07-07,328
895,33,食品,7,14.0,2024-12-20,98
998,52,食品,8,1.0,2024-07-12,8
101,17,水果,5,78.0,2024-03-11,390
453,57,电器,1,51.0,2024-02-18,51
400,28,服装,2,63.0,2024-07-25,126
631,5,百货,7,18.0,2024-02-24,126
535,88,百货,5,10.0,2025-01-06,50
961,30,百货,10,12.0,2024-07-06,120
562,43,食品,9,57.0,2024-07-15,513
901,95,家具,5,7.0,2024-06-13,35
647,38,电器,4,21.0,2025-01-16,84
932,76,家具,5,36.0,2025-01-19,180
652,31,服装,8,65.0,2024-06-15,520
75,94,食品,3,83.0,2025-01-23,249
656,25,食品,9,17.0,2024-08-01,153
695,91,家具,6,90.0,2024-07-10,540
942,47,百货,4,45.0,2024-10-12,180
914,28,服装,2,99.0,2024-09-09,198
863,99,电器,9,72.0,2024-03-15,648
763,35,家具,5,57.0,2024-02-24,285
163,6,水果,9,41.0,2024-08-02,369
93,93,电器,8,93.0,2024-10-13,744
322,85,服装,6,25.0,2024-10-15,150
775,71,水果,7,32.0,2024-04-22,224
257,68,食品,9,31.0,2024-11-09,279
808,90,电器,10,35.0,2025-02-06,350
779,88,食品,7,35.0,2024-10-20,245
277,3,家具,5,52.0,2024-10-07,260
277,6,服装,4,47.0,2024-09-24,188
883,41,服装,9,27.0,2024-04-19,243
643,77,服装,9,94.0,2024-12-16,846
743,10,服装,8,29.0,2024-05-01,232
94,35,电器,4,89.0,2024-09-28,356
907,80,水果,7,49.0,2024-06-26,343
547,51,百货,4,50.0,2024-09-19,200
415,33,百货,9,71.0,2024-04-13,639
527,22,电器,10,68.0,2024-04-21,680
512,32,电器,4,85.0,2024-07-12,340
418,66,水果,6,28.0,2025-01-21,168
469,57,电器,1,98.0,2024-11-10,98
62,86,家具,4,25.0,2024-06-14,100
407,49,电器,2,58.0,2024-12-15,116
887,64,食品,4,33.0,2024-02-20,132
355,14,家具,9,34.0,2024-09-17,306
617,18,水果,7,55.0,2024-05-31,385
547,27,百货,3,83.0,2024-08-16,249
789,78,水果,7,41.0,2024-11-30,287
175,11,水果,10,8.0,2024-11-04,80
774,14,服装,8,49.0,2025-01-10,392
728,45,百货,7,71.0,2024-07-23,497
807,50,服装,6,53.0,2024-10-08,318
764,78,水果,9,50.0,2024-05-12,450
654,53,电器,9,3.0,2024-08-21,27
435,60,服装,9,53.0,2024-10-20,477
122,73,百货,10,38.0,2024-08-14,380
737,29,家具,10,41.0,2024-05-21,410
902,21,电器,8,72.0,2024-09-10,576
726,18,电器,2,79.0,2024-10-29,158
792,41,服装,6,43.0,2024-12-09,258
275,80,百货,4,4.0,2024-06-09,16
172,35,家具,8,95.0,2024-04-30,760
81,50,百货,2,46.0,2024-04-10,92
829,37,家具,1,71.0,2024-11-27,71
665,39,食品,3,28.0,2024-06-21,84
530,14,百货,4,80.0,2024-06-06,320
539,39,食品,8,66.0,2025-01-15,528
114,72,服装,5,51.0,2024-11-21,255
93,52,百货,6,88.0,2024-04-26,528
567,64,家具,6,35.0,2024-12-27,210
842,55,水果,6,45.0,2025-01-02,270
750,21,水果,6,89.0,2024-06-25,534
343,31,百货,7,98.0,2024-06-07,686
189,42,食品,3,57.0,2024-11-13,171
474,76,百货,6,85.0,2024-07-11,510
367,70,水果,3,69.0,2024-05-15,207
72,52,家具,8,67.0,2024-11-07,536
331,90,家具,5,8.0,2024-04-06,40
345,41,食品,5,49.0,2024-10-21,245
644,37,水果,4,39.0,2024-03-04,156
149,77,百货,2,50.0,2024-04-24,100
881,4,电器,4,54.0,2024-06-12,216
838,81,服装,3,90.0,2024-02-18,270
551,54,家具,6,18.0,2025-02-03,108
245,49,水果,3,68.0,2024-08-09,204
71,93,服装,3,59.0,2024-03-26,177
963,1,水果,7,81.0,2024-09-08,567
535,83,服装,6,87.0,2024-08-03,522
407,59,百货,1,35.0,2024-04-25,35
233,68,服装,10,56.0,2025-01-04,560
720,12,服装,3,50.0,2025-01-15,150
601,6,电器,9,32.0,2024-10-27,288
42,32,水果,8,66.0,2025-01-07,528
98,92,百货,6,96.0,2024-04-29,576
569,14,服装,3,100.0,2024-02-21,300
413,6,水果,9,89.0,2024-08-08,801
748,83,水果,10,94.0,2024-07-17,940
696,21,家具,3,47.0,2024-06-12,141
13,5,家具,4,83.0,2025-01-18,332
456,100,百货,2,65.0,2025-01-08,130
640,41,服装,8,62.0,2024-06-12,496
991,72,百货,3,62.0,2024-04-01,186
633,26,电器,4,49.0,2024-05-27,196
874,88,家具,7,87.0,2024-07-22,609
481,54,百货,6,2.0,2024-06-03,12
548,60,家具,7,51.0,2024-10-29,357
636,1,食品,4,93.0,2025-01-01,372
489,59,百货,3,30.0,2024-09-01,90
772,99,水果,8,13.0,2024-11-16,104
882,57,食品,7,64.0,2024-05-24,448
994,45,服装,6,85.0,2024-06-04,510
699,34,服装,2,30.0,2025-01-27,60
760,86,食品,10,7.0,2024-07-18,70
193,94,家具,1,64.0,2024-06-24,64
532,91,百货,10,60.0,2024-02-29,600
486,5,水果,4,11.0,2024-07-03,44
907,94,服装,9,45.0,2024-10-27,405
596,51,水果,7,57.0,2024-02-27,399
356,10,服装,6,43.0,2024-05-26,258
580,49,家具,8,26.0,2024-04-14,208
705,57,服装,10,92.0,2024-08-31,920
422,25,服装,4,31.0,2024-10-12,124
99,9,食品,2,20.0,2025-01-11,40
877,85,水果,4,90.0,2024-02-15,360
308,23,家具,6,35.0,2024-07-23,210
952,91,服装,5,63.0,2024-12-03,315
934,20,电器,5,66.0,2024-09-12,330
7,39,食品,1,73.0,2024-10-10,73
90,45,百货,4,13.0,2024-06-09,52
420,45,水果,5,24.0,2024-03-07,120
912,40,电器,7,64.0,2024-05-17,448
846,37,服装,5,30.0,2024-04-19,150
30,73,百货,8,62.0,2024-12-17,496
453,13,服装,4,20.0,2024-02-25,80
510,99,服装,1,28.0,2024-08-05,28
993,84,食品,2,44.0,2025-02-06,88
131,88,水果,1,93.0,2024-08-09,93
76,19,家具,7,31.0,2024-09-11,217
220,55,百货,2,34.0,2024-12-23,68
95,11,家具,7,75.0,2024-11-21,525
553,74,服装,10,80.0,2024-12-18,800
778,5,服装,9,13.0,2024-12-15,117
633,57,水果,1,26.0,2024-10-05,26
254,98,服装,6,86.0,2024-03-06,516
473,88,家具,6,25.0,2024-03-17,150
984,2,食品,4,11.0,2025-01-06,44
442,57,家具,5,55.0,2024-03-21,275
551,20,服装,10,53.0,2024-04-23,530
371,69,百货,5,75.0,2024-09-28,375
955,35,百货,4,87.0,2024-05-18,348
186,63,服装,7,64.0,2024-05-28,448
604,34,服装,1,92.0,2025-01-09,92
521,54,电器,8,74.0,2024-06-27,592
744,45,水果,8,18.0,2024-04-06,144
665,4,电器,5,43.0,2025-02-08,215
319,44,食品,6,38.0,2025-02-02,228
697,61,家具,1,4.0,2024-08-16,4
664,62,家具,5,46.0,2025-02-07,230
284,79,家具,8,36.0,2024-05-26,288
759,58,服装,10,21.0,2024-12-29,210
641,87,家具,6,76.0,2024-10-22,456
250,87,服装,10,9.0,2024-12-07,90
732,46,电器,1,62.0,2024-12-05,62
454,54,家具,7,28.0,2024-09-23,196
6,1,水果,8,4.0,2024-03-13,32
829,4,服装,10,72.0,2024-08-20,720
603,29,家具,9,28.0,2024-02-23,252
